EDU1CDL,21ST CENTURY DIGITAL LEARNERS 
DEN3OPM,ORAL PATHOLOGY AND MEDICINE 
BIO1OF,ORGANISATION AND FUNCTION OF CELLS AND ORGANISMS 
BUA5OA,ORGANISATIONAL ANALYSIS 
BUO5OA,ORGANISATIONAL ANALYSIS 
MGT1OBE,ORGANISATIONAL BEHAVIOUR 
MGT5OBR,ORGANISATIONAL BEHAVIOUR 
MGT3OCX,ORGANISATIONAL CHANGE AND DEVELOPMENT 
MGT3OCD,ORGANISATIONAL CHANGE AND DEVELOPMENT 
MGT5MOC,ORGANISATIONAL CHANGE AND DEVELOPMENT 
PHE6OCH,ORGANISATIONAL CHANGE IN HEALTH SETTINGS 
NSG5OHL,ORGANISATIONAL HEALTHCARE LEADERSHIP 
PHE2OPS,ORGANISATIONAL PSYCHOLOGY OF HEALTH SERVICES 
BIO1OOS,ORGANS AND ORGAN SYSTEMS 
ORT6THP,ORTHOPTICS PROFESSIONAL DOCTORATE THESIS 
ORT6THF,ORTHOPTICS PROFESSIONAL DOCTORATE THESIS 
ORT5ORP,ORTHOPTICS RESEARCH PROJECT 
POD4OFL,ORTHOTIC MANAGEMENT OF THE FOOT AND LOWER LIMB 
OCT5NRE,OT NEUROLOGICAL REHABILITATION: THEORIES TO PRACTICE 
OCT4NRE,OT NEUROLOGICAL REHABILITATION: THEORIES TO PRACTICE 
OED5MP,OUTDOOR AND ENVIRONMENTAL EDUCATION FIELD PROJECT 
OED5SEM,OUTDOOR AND ENVIRONMENTAL EDUCATION SEMINAR 
OED4SEA,OUTDOOR AND ENVIRONMENTAL EDUCATION SEMINAR 
EDU3ONP,OUTDOOR AND NATURE PLAY 
OED4OEC,OUTDOOR EDUCATION CONCEPTS 
OED4SEB,OUTDOOR EDUCATION OR NATURE TOURISM HONOURS SEMINAR B 
EDU4OE1,OUTDOOR EDUCATION SECONDARY CURRICULUM 1 
EDU4OE2,OUTDOOR EDUCATION SECONDARY CURRICULUM 2 
EDU4OEM,OUTDOOR EDUCATION TEACHING METHOD 
OED3OPE,OUTDOOR ENVIRONMENTAL PRACTICAL EXTENSION 
OED3OPA,OUTDOOR ENVIRONMENTAL PRACTICAL EXTENSION A 
OED3OPB,OUTDOOR ENVIRONMENTAL PRACTICAL EXTENSION B 
OED3OPC,OUTDOOR ENVIRONMENTAL PRACTICAL EXTENSION C 
OED3OPD,OUTDOOR ENVIRONMENTAL PRACTICAL EXTENSION D (DOUBLE) 
OED3OPF,OUTDOOR ENVIRONMENTAL PRACTICAL EXTENSION F (DOUBLE) 
OED1OEE,OUTDOOR ENVIRONMENTS 
OED1AOL,OUTDOOR LIVING AND TRAVEL SKILLS 
AUD5LSA,PAEDIATRIC AUDIOLOGY 
OCT6PAE,PAEDIATRIC INTERVENTION IN OCCUPATIONAL THERAPY 
OCT5PAE,PAEDIATRIC INTERVENTION IN OCCUPATIONAL THERAPY 
POR2PGC,PAEDIATRICS AND GERONTOLOGY IN PROSTHETICS AND ORTHOTICS 
PAR3POP,PAEDIATRICS AND OBSTETRICS FOR PARAMEDICS 
PAR3PFP,PAEDIATRICS FOR PARAMEDICS 
ART2PAI,PAINTING 
ARC2PAA,PALAEOLITHIC ARCHAEOLOGY 
PAR3PCR,PARAMEDIC CARDIAC AND RESPIRATORY 
PAR3PMT,PARAMEDIC MANAGEMENT - TRAUMA 
PAR3PMM,PARAMEDIC MEDICAL MANAGEMENT 
OED3PWM,PARKS AND WILDLIFE MANAGEMENT 
POL4PL,PARLIAMENTARY LEADERSHIP 
AHCWHS201,PARTICIPATE IN WORK HEALTH AND SAFETY PROCESSES 
ALH1PAL,PARTICIPATION ACROSS LIFESPAN 
PHE3PFP,PARTICIPATORY FIELD PLACEMENT 
EDU1PWF,PARTNERSHIPS WITH FAMILIES 
ARC2LAN,PAST LANDSCAPES AND ENVIRONMENTS 
AUD4PHL,PATHOLOGY OF HEARING LOSS 
HBS3PBD,PATHOPHYSIOLOGIC BASIS OF DISEASE 
HBS2PAT,PATHOPHYSIOLOGY 
HBS3PAN,"PATHOPHYSIOLOGY, ANATOMY AND NEUROSCIENCES "
SWP5PSW,PATHWAYS INTO C21 SOCIAL WORK 
SWP3PUW,PATHWAYS TO UNDERSTANDING WELFARE WORK 
HCS3PCA,PATIENT-CENTRED CARE IN AUDIOLOGICAL PRACTICE 
HCS2PCA,PATIENT-CENTRED CARE IN AUDIOLOGICAL PRACTICE 
CSE4PRN,PATTERN RECOGNITION 
EDU5PP,PEDAGOGICAL PRINCIPLES AND PRACTICE 
EDU2PCP,"PEDAGOGY, CURRICULUM AND PRACTICE "
CSE5PEN,PENETRATION TESTING PRINCIPLES 
ACC3MAC,PERFORMANCE MANAGEMENT AND CONTROL 
PHA4PCC,PERSON-CENTRED CARE IN PHARMACY PRACTICE 
EDU3PLN,PERSONAL LITERACY AND NUMERACY SKILL DEVELOPMENT 
ELE5PMC,PERSONAL MOBILE COMMUNICATIONS 
EDU2ARE,PERSONALISED ASSESSMENT AND REPORTING 
PHE1PHW,PERSPECTIVES OF HEALTH AND WELLBEING 
HLT1PHW,PERSPECTIVES ON HEALTH AND WELLBEING 
CSE4PND,PERVASIVE NETWORK DESIGN 
PHA4PCA,PHARMACEUTICAL CARE - QUALITY USE OF MEDICINES A 
PHA4PCB,PHARMACEUTICAL CARE - QUALITY USE OF MEDICINES B 
PHA1PFA,PHARMACEUTICAL FORMULATION A 
PHA2PFB,PHARMACEUTICAL FORMULATION B 
PHA3PFC,PHARMACEUTICAL FORMULATION C 
PHA2PGA,PHARMACOLOGY A 
PHA2PGB,PHARMACOLOGY B 
PHA4PHA,PHARMACY HONOURS PROJECT A 
PHA4PHB,PHARMACY HONOURS PROJECT B 
PHA4PHC,PHARMACY HONOURS PROJECT C 
PHA3PLP,PHARMACY LEGISLATION AND PRACTICE 
PHA4PPM,PHARMACY PRACTICE AND MANAGEMENT 
PHA2THA,PHARMACY PRACTICE AND THERAPEUTICS A (CARDIOVASCULAR AND RESPIRATORY) 
PHA3THB,PHARMACY PRACTICE AND THERAPEUTICS B (METABOLIC AND ENDOCRINE) 
PHA3THC,PHARMACY PRACTICE AND THERAPEUTICS C (PSYCHIATRY AND NEUROLOGY) 
PHA3THD,PHARMACY PRACTICE AND THERAPEUTICS D (ANTI-INFECTIVES) 
PHA4THE,PHARMACY PRACTICE AND THERAPEUTICS E (ONCOLOGY AND PALLIATIVE CARE) 
PHI3PCM,PHILOSOPHICAL CONTROVERSIES AND METHODS 
PHI4HNJ,PHILOSOPHY 4 HONS 
PHI4HNP,PHILOSOPHY 4 HONS 
PHI4HON,PHILOSOPHY HONOURS THESIS 
PHI3TCP,PHILOSOPHY IN THE TWENTIETH CENTURY 
NSG4PBN,PHILOSOPHY OF NURSING 
LIN3PHY,PHONOLOGY: PATTERNS OF SOUNDS 
ART3VID,PHOTOGRAPHY AND VIDEO ELECTIVE 
SPE1PAH,PHYSICAL ACTIVITY AND HEALTH 
EXS3PAH,PHYSICAL ACTIVITY AND HEALTH ACROSS THE LIFESPAN 
EDU4PHE,PHYSICAL EDUCATION METHOD: PREP TO 12 
EDU4PE1,PHYSICAL EDUCATION SECONDARY CURRICULUM 1 
EDU4PE2,PHYSICAL EDUCATION SECONDARY CURRICULUM 2 
VET3VPT,PHYSICAL THERAPY FOR VETERINARY NURSING PATIENTS 
HBS3PDW,PHYSICALLY DEMANDING WORK 
PHY1LS,PHYSICS FOR LIFE SCIENCES 
PHY4THA,PHYSICS HONOURS THESIS A 
PHY4THB,PHYSICS HONOURS THESIS B 
PHY5THA,PHYSICS MASTERS THESIS A 
PHY5THB,PHYSICS MASTERS THESIS B 
PHY3PQM,PHYSICS OF QUANTUM MATTER 
EDU4PH2,PHYSICS SECONDARY CURRICULUM 2 
HBS2PBM,PHYSIOLOGY AND BIOMECHANICS OF MOVEMENT 
PTY4CAP,PHYSIOTHERAPY FOR CARDIO-RESPIRATORY DYSFUNCTION 
PTY5ELG,PHYSIOTHERAPY FOR EARLY LIFESPAN AND GENDER-SPECIFIC CONDITIONS 
PTY4MUP,PHYSIOTHERAPY FOR MUSCULOSKELETAL DYSFUNCTION 
PTY4NEP,PHYSIOTHERAPY FOR NEUROLOGICAL DYSFUNCTION 
PTY2PDA,PHYSIOTHERAPY PRACTICE DEVELOPMENT A 
PTY3PDB,PHYSIOTHERAPY PRACTICE DEVELOPMENT B 
PTY6THF,PHYSIOTHERAPY PROFESSIONAL DOCTORATE THESIS 
PTY6THP,PHYSIOTHERAPY PROFESSIONAL DOCTORATE THESIS 
PLA3PPB,PLANNING FOR CREATIVE CITIES AND REGIONS 
PLA2PES,PLANNING FOR ENVIRONMENTAL SUSTAINABILITY 
EDU5PFL,PLANNING FOR LEARNING 
PLA4CIE,"PLANNING FOR SOCIAL, CULTURAL AND RELIGIOUS NEEDS "
LAW3PLN,PLANNING LAW AND POLICY 
PLA4PTS,PLANNING THEORY AND STRATEGY 
PLA5TSD,PLANNING THEORY URBAN STRATEGY AND DESIGN 
PLA4TSD,PLANNING THEORY URBAN STRATEGY AND DESIGN 
BOT3PBR,PLANT BIOTECHNOLOGY RESEARCH 
BOT3PBT,PLANT BIOTECHNOLOGY THEORY 
BOT2PDE,PLANT DIVERSITY AND ECOLOGY 
AGR2PPD,PLANT PESTS AND DISEASES 
AGR3PPP,PLANT PESTS AND PATHOGENS 
AGR2PPP,PLANT PESTS AND PATHOGENS 
SCI2PLP,PLANT PHYSIOLOGY 
PHI3PNJ,PLATO AND NIETZSCHE: JUSTICE AND REBELLION 
EDU1PLL,PLAY AND LEARNING 
JRN2POD,PODCASTING 
POD4PAS,PODIATRIC ANAESTHESIA AND SURGERY 
POD4PAM,PODIATRIC ASSESSMENT 
POD5PPY,PODIATRIC PHARMACOLOGY 
POD1PPA,PODIATRIC PRACTICE A 
POD4PPC,PODIATRIC PRACTICE C 
POD5PPD,PODIATRIC PRACTICE D 
POD5PPE,PODIATRIC PRACTICE E 
POD5PPF,PODIATRIC PRACTICE F 
POD5PPJ,PODIATRY PROJECT 
GST2PSS,POEMS OF THE SUN AND THE SEA: FROM HOMER TO SLAM POETRY 
ENG4POE,"POETICS, AESTHETICS, PERFORMATIVITY "
LST2POL,"POLICE, SOCIETY & DEMOCRACY "
LAW5PLC,POLICY AND LAW OF COMPETITION 
GER5PPA,"POLICY, PLANNING AND PRACTICE IN AGED CARE "
POL5CPE,POLITICAL ECONOMY 
LAW2PEJ,POLITICAL ECONOMY AND JUSTICE 
POL2PID,POLITICAL IDEAS AND IDEOLOGIES 
PHI3POT,POLITICAL THEORY 
POL4HNP,POLITICS HONOURS THESIS 
POL4HNJ,POLITICS HONOURS THESIS 
POL4HON,POLITICS HONOURS THESIS 
POL3HON,POLITICS IN OUR TIME 
OED3PLM,POLITICS OF LAND MANAGEMENT 
POL1PPE,"POLITICS, PHILOSOPHY AND ECONOMICS "
POL3CAP,"POLITICS, POWER, AND PUBLIC POLICY "
FIN5PMT,PORTFOLIO MANAGEMENT 
FIN3IPM,PORTFOLIO MANAGEMENT 
PHE2PSP,POSITIVE PSYCHOLOGY 
SPA3PCI,POSTCOLONIAL IDENTITIES: NEW WORLDS 
ENG3PRE,POSTCOLONIAL READING 
OCT5PRD,POSTGRADUATE RESEARCH DESIGN IN OCCUPATIONAL THERAPY 
MID2PCN,POSTNATAL CARE OF THE NEW FAMILY 
HIS2AWA,POSTWAR AMERICA: FROM TRUMAN TO TRUMP 
GEG2PPP,POWER AND PLACE 
POL2RAP,"POWER AND THE PASSION: REPRESENTATION, DEMOCRACY AND ACTIVISM IN AUSTRALIAN POLITICS "
SWP5PRE,"POWER OF RELATIONSHIPS, ENGAGING OTHERS "
ARC4PRA,PRACTICAL ARCHAEOLOGY 
BIO5PRC,PRACTICAL BIOTECHNOLOGY 
MED3PRC,PRACTICAL SKILLS IN BIOMEDICAL SCIENCE 
PHA4PAC,PRACTICE AND ADVANCED COUNSELLING (PATIENT CENTERED CARE) 
BIO2POS,PRACTICE OF SCIENCE 
PHE5PRH,PRACTISING HEALTH PROMOTION 
ORH1POH,PRECLINICAL ORAL HEALTH PRACTICE 
BUS5PA,PREDICTIVE ANALYTICS 
ORT4CLA,PRELIMINARY ORTHOPTIC CLINICAL PRACTICE 
SITTGDE010,PREPARE SPECIALISED INTERPRETIVE CONTENT ON CULTURAL AND HERITAGE ENVIRONMENTS 
HBS5MSD,PREVENTION OF WORK- RELATED MUSCULOSKELETAL INJURIES/DISORDERS 
EDU5ACE,PRIMARY ART AND CULTURAL ENGAGEMENT 
NSG3PHN,PRIMARY HEALTHCARE NURSING 
NSG2PHN,PRIMARY HEALTHCARE NURSING 
EDU5PMN,PRIMARY MATHS/NUMERACY 
CPH5PPP,PRINCIPLES AND PRACTICE OF PUBLIC HEALTH 
BUS1AFB,PRINCIPLES OF ACCOUNTING AND FINANCE 
LAW3ADN,PRINCIPLES OF ADMINISTRATIVE LAW 
LAW5PAD,PRINCIPLES OF ADMINISTRATIVE LAW 
BUS5PB,PRINCIPLES OF BUSINESS ANALYTICS 
LAW2CSL,PRINCIPLES OF CONSTITUTIONAL LAW 
LAW5PCL,PRINCIPLES OF CRIMINAL LAW 
LAW1CRL,PRINCIPLES OF CRIMINAL LAW 
BUS5POE,PRINCIPLES OF ECONOMICS 
ECO2ERE,PRINCIPLES OF ENVIRONMENTAL & RESOURCE ECONOMICS 
LAW3ETR,PRINCIPLES OF EQUITY AND TRUSTS 
LAW5EQT,PRINCIPLES OF EQUITY AND TRUSTS 
THS3GAS,PRINCIPLES OF GASTRONOMY 
THS2GSY,PRINCIPLES OF GASTRONOMY 
HIM4IHA,PRINCIPLES OF HEALTH INFORMATICS A 
HIM5IHB,PRINCIPLES OF HEALTH INFORMATICS B 
HIM5IHC,PRINCIPLES OF HEALTH INFORMATICS C 
DTN2PNU,PRINCIPLES OF HUMAN NUTRITION 
PHY1SCA,PRINCIPLES OF PHYSICS A 
PHY1SCB,PRINCIPLES OF PHYSICS B 
PHE2PHP,PRINCIPLES OF PUBLIC HEALTH PRACTICE 
LAW1PPL,PRINCIPLES OF PUBLIC LAW 
FIN3PRE,PRINCIPLES OF RETIREMENT AND ESTATE PLANNING 
EXS5PSA,PRINCIPLES OF SPORTS ANALYTICS 
LAW5PTO,PRINCIPLES OF TORT LAW 
LAW2TOT,PRINCIPLES OF TORT LAW 
ART2PRI,PRINTMAKING 
ART3PRI,PRINTMAKING 
CSE3PCX,PRIVATE CLOUD SOLUTIONS 
LAW5PVL,PRIVATE INTERNATIONAL LAW 
LAW3PVL,PRIVATE INTERNATIONAL LAW IN AUSTRALIA 
STM4PSD,PROBABILITY AND STATISTICS FOR DATA SCIENCE 
STM2PM,PROBABILITY MODELS 
PHE5PEA,PROCESS EXPERIENTIAL PSYCHOTHERAPY A: THEORY & PRACTICE 
PHE5PEB,PROCESS EXPERIENTIAL PSYCHOTHERAPY B: INTEGRATING PRACTICE 
GEO1PRO,PROCESSES THAT SHAPE THE EARTH 
MIN3PDM,PRODUCING MEDIA 
ARC5PRO,PROFESSIONAL ARCHAEOLOGY 
SWP5PCG,PROFESSIONAL CARE AND GROWTH 
POL3PCW,PROFESSIONAL COMPETENCE - TRANSITION TO THE WORKPLACE 
PTY5PDM,PROFESSIONAL DEVELOPMENT IN MUSCULOSKELETAL PHYSIOTHERAPY 
PTY5PDS,PROFESSIONAL DEVELOPMENT IN SPORTS PHYSIOTHERAPY 
EDU0DL3,PROFESSIONAL DIGITAL LITERACY 
HLT6THF,PROFESSIONAL DOCTORATE THESIS 
HLT6THP,PROFESSIONAL DOCTORATE THESIS 
CYB5PE,PROFESSIONAL ENVIRONMENT 
CSE3PE,PROFESSIONAL ENVIRONMENT 
CSE5PE,PROFESSIONAL ENVIRONMENT 
CSE3PEX,PROFESSIONAL ENVIRONMENT 
EDU5GOA,PROFESSIONAL EXPERIENCE GRADUATE OUTCOMES ASSESSMENT 
EDU4PEP,PROFESSIONAL EXPERIENCE PLACEMENT 
EDU5PPA,PROFESSIONAL EXPERIENCE PRIMARY A 
EDU5PPC,PROFESSIONAL EXPERIENCE PRIMARY C 
EDU5PSA,PROFESSIONAL EXPERIENCE SECONDARY A 
EDU5PEB,PROFESSIONAL EXPERIENCE SECONDARY B 
EDU5PSB,PROFESSIONAL EXPERIENCE SECONDARY B 
EDU5PSC,PROFESSIONAL EXPERIENCE SECONDARY C 
EDU5PEC,PROFESSIONAL EXPERIENCE SECONDARY C 
EDU5PEL,PROFESSIONAL EXPERIENCE: PRIMARY ENGLISH/LITERACY 
EDU2PHS,PROFESSIONAL HEALTH AND SAFETY 
EDU2PI,PROFESSIONAL IDENTITY 
MAC3INT,PROFESSIONAL INTERNSHIP 
MSS3INT,PROFESSIONAL INTERNSHIP (CREATIVE PRACTICE) 
HIM4PIS,PROFESSIONAL ISSUES 
NSG4IRO,PROFESSIONAL NURSING IN AUSTRALIA 
DOH1OHA,PROFESSIONAL ORAL HEALTH PRACTICE A 
AUD4CAA,PROFESSIONAL PRACTICE - CLINICAL AUDIOLOGY A 
AUD5CAB,PROFESSIONAL PRACTICE - CLINICAL AUDIOLOGY B 
AUD5CAC,PROFESSIONAL PRACTICE - CLINICAL AUDIOLOGY C 
OCT3PPI,PROFESSIONAL PRACTICE 1: SERVICE LEARNING 
HIM2PRA,PROFESSIONAL PRACTICE A 
OCT5PPA,PROFESSIONAL PRACTICE A 
SWP5PPA,PROFESSIONAL PRACTICE A 
PHE4PSA,PROFESSIONAL PRACTICE AND SUPERVISION A 
PHE5PSB,PROFESSIONAL PRACTICE AND SUPERVISION B 
PHE5PSC,PROFESSIONAL PRACTICE AND SUPERVISION C 
HIM3PRB,PROFESSIONAL PRACTICE B 
OCT5PPB,PROFESSIONAL PRACTICE B 
SWP5PPB,PROFESSIONAL PRACTICE B 
OCT5PPC,PROFESSIONAL PRACTICE C 
SWP5PPC,PROFESSIONAL PRACTICE C 
HIM4PRC,PROFESSIONAL PRACTICE C 
PAR3PPC,PROFESSIONAL PRACTICE CONSOLIDATION 
EXS5PEP,PROFESSIONAL PRACTICE FOR EXERCISE PHYSIOLOGY 
BUS3PPB,PROFESSIONAL PRACTICE IN BUSINESS 
SPE3PPS,PROFESSIONAL PRACTICE IN SPORT AND EXERCISE SCIENCE 
PLA4PPE,"PROFESSIONAL PRACTICE, ETHICS AND RESEARCH PROJECT "
EXS5PPA,PROFESSIONAL PRACTICUM A 
PTY5PPA,PROFESSIONAL PRACTICUM A 
EXS5PPB,PROFESSIONAL PRACTICUM B 
PTY5PPB,PROFESSIONAL PRACTICUM B 
PTY5PPC,PROFESSIONAL PRACTICUM C 
EXS5PPC,PROFESSIONAL PRACTICUM C 
PTY5PPD,PROFESSIONAL PRACTICUM D 
PTY5PPE,PROFESSIONAL PRACTICUM E 
PTY5PPF,PROFESSIONAL PRACTICUM F 
PSY5PPA,PROFESSIONAL PSYCHOLOGY PRACTICUM A 
PSY5PPB,PROFESSIONAL PSYCHOLOGY PRACTICUM B 
BUS5PTB,PROFESSIONAL TOPICS IN BUSINESS SYSTEMS 
BUS4PTB,PROFESSIONAL TOPICS IN BUSINESS SYSTEMS 
CRA1PWR,PROFESSIONAL WRITING 
SWP5PDE,PROGRAM DESIGN AND EVALUATION 
PHE5PDE,PROGRAM DEVELOPMENT AND EVALUATION 
CSE1PE,PROGRAMMING ENVIRONMENT 
CSE1PGX,PROGRAMMING ENVIRONMENT 
CSE1PES,PROGRAMMING FOR ENGINEERS AND SCIENTISTS 
CSP4PF,PROGRAMMING FUNDAMENTALS 
EDU3PBM,PROJECT BASED TEACHING METHOD 
MGT5PLS,PROJECT LEADERSHIP 
MGT5PMT,PROJECT MANAGEMENT 
CSE2PMX,PROJECT MANAGEMENT 
CYB5PM,PROJECT MANAGEMENT 
BUS2PMX,PROJECT MANAGEMENT 
CSE5PM,PROJECT MANAGEMENT 
PLA5PP,PROJECT MANAGEMENT AND IMPLEMENTATION FOR PLANNING AND COMMUNITY DEVELOPMENT 
PHE5GNH,PROMOTING HEALTH THROUGH GROUPS AND NETWORKS 
LAW5FPR,PROPERTY LAW 
POR1SUM,PROSTHETICS AND ORTHOTICS CLINICAL TOOLS AND MANUFACTURING TECHNOLOGIES 
BIO5PRO,PROTEIN CHEMISTRY 
BIO5PAG,PROTEOMICS AND GENOMICS 
HLTAID003,PROVIDE FIRST AID 
PSY5PAX,PSYCHOLOGICAL ASSESSMENT 
PSY3PAS,PSYCHOLOGICAL ASSESSMENT 
PSY3PIN,PSYCHOLOGICAL INTERVENTIONS 
PSY2PRM,PSYCHOLOGICAL RESEARCH METHODS 
PSY3PFP,PSYCHOLOGY FIELD PLACEMENT 
PSY3CCG,"PSYCHOLOGY OF CULTURE, COMMUNITIES AND GLOBAL CITIZENSHIP "
PSY3HAR,PSYCHOLOGY OF HUMAN-ANIMAL RELATIONSHIPS 
EDU4PS1,PSYCHOLOGY SECONDARY CURRICULUM 1 
EDU4PS2,PSYCHOLOGY SECONDARY CURRICULUM 2 
PSY5PPY,PSYCHOPATHOLOGY 
PHE3PPH,PSYCHOSOCIAL PERSPECTIVES OF HEALTH AND ILLNESS 
PHE5DDG,"PUBLIC HEALTH APPROACHES TO DEATH, DYING AND GRIEF "
PHE6CEA,PUBLIC HEALTH CLINICAL EVALUATION A 
PHE1BHN,PUBLIC HEALTH FOR NUTRITION STUDIES 
PHE3PHN,PUBLIC HEALTH NUTRITION 
CPH4POL,PUBLIC HEALTH POLICY 
PHE5PAP,PUBLIC HEALTH POLICY AND PRACTICE 
PHE6PHA,PUBLIC HEALTH PRACTICE A 
PHE6THF,PUBLIC HEALTH PROFESSIONAL DOCTORATE THESIS 
PHE6THP,PUBLIC HEALTH PROFESSIONAL DOCTORATE THESIS 
LAW2PLP,PUBLIC INTEREST LAW PRACTICE 
LAW5PIL,PUBLIC INTERNATIONAL LAW 
LAW3PIL,PUBLIC INTERNATIONAL LAW 
ECO4PPO,PUBLIC POLICY 
ECO3PPI,PUBLIC POLICY AND ITS IMPACTS 
ACC3PAM,PUBLIC SECTOR ACCOUNTING AND MANAGEMENT 
ACC3PAA,PUBLIC SECTOR FINANCIAL ACCOUNTING AND ACCOUNTABILITY 
PHE5QMH,QUALITATIVE METHODS IN HEALTH RESEARCH 
BUS2QCX,QUALITY CUSTOMER SERVICE 
EMS5QMS,QUALITY SYSTEMS 
BUS5QDA,QUANTITATIVE DATA ANALYSIS 
ECO4QMM,QUANTITATIVE MACROECONOMIC MODELS 
ECO4QMT,QUANTITATIVE METHODS AND TOOLS 
ENV3QRM,QUANTITATIVE RESEARCH METHODS 
PHE5QRM,QUANTITATIVE RESEARCH METHODS IN HEALTH 
FIN3QRA,QUANTITATIVE RISK ANALYSIS 
SOC5QSR,QUANTITATIVE SKILLS FOR SOCIAL RESEARCH 
PHI1QTM,QUESTIONS THAT MATTER 
OED1RAL,READING AUSTRALIAN LANDSCAPES 
CPW2RFW,READING FOR WRITERS 
PHE6PRA,READINGS IN HEALTH POLICY A 
NSG4RIN,READINGS IN NURSING 
OCT5ROT,READINGS IN OCCUPATIONAL THERAPY 
OED3RON,READINGS IN OUTDOOR AND ENVIRONMENTAL EDUCATION 
OED5ROE,READINGS IN OUTDOOR AND ENVIRONMENTAL EDUCATION 
OED4RD,READINGS IN OUTDOOR EDUCATION 
PHE5SEM,READINGS ON HEALTH ISSUES 
OED4ROE,READINGS OUTDOOR EDUCATION AND NATURE TOURISM HONOURS 
LAW5RPL,REAL PROPERTY LAW 
LAW2RPT,REAL PROPERTY LAW 
CSE4RFS,REAL-TIME AND FAULT-TOLERANT SYSTEMS 
ECO1RIG,"RECESSIONS, INFLATION AND ECONOMIC GROWTH "
NSG3RDM,RECOGNISING AND RESPONDING TO THE DETERIORATING PATIENT 
NSG3RDP,RECOGNISING AND RESPONDING TO THE DETERIORATING PATIENT 
LST3TTV,REFLECTING ON VIOLENCE 
SWP5RIA,"REFLECTION, INTEGRATION & APPLICATION A "
SWP5RIB,"REFLECTION, INTEGRATION & APPLICATION B "
SWP1REF,REFLECTIVE COMMUNICATION AND SOCIAL WORK 
SWP5RPS,REFLECTIVE PRACTICE: USE OF SELF AND SELF-CARE 
LAW5RLC,REFUGEE LAW IN CONTEXT 
OED2RCS,REGIONAL CATCHMENT STUDIES: RESOURCES AND MANAGEMENT 
THS3CTO,REGIONAL CULTURE AND TOURISM 
GEG3RED,REGIONAL ECONOMIC DEVELOPMENT 
HUS3RLG,"REGIONAL LIVES, GLOBAL ISSUES "
AUD5LSR,REHABILITATION 2 - LIFESPAN REHABILITATION 
PHE2RCM,REHABILITATION CASE MANAGEMENT 
PHE5REC,REHABILITATION COUNSELLING 
PHE5RCP,REHABILITATION COUNSELLING PRACTICUM 
PHE5RPP,REHABILITATION PRACTICE PLACEMENT 
PHE5RRD,REHABILITATION RESEARCH DESIGN 
SWP5RCF,RELATIONSHIP BASED PRACTICE WITH CHILDREN AND FAMILIES 
EDU4RGS,"RELATIONSHIPS, GENDER AND SEXUALITY "
LAW3REM,REMEDIES 
LAW5RMD,REMEDIES 
ENV2REM,REMOTE SENSING AND GIS 
MGT3RPM,REMUNERATION AND PERFORMANCE MANAGEMENT 
ARH3RAI,"RENAISSANCE ART: RIVALRY, POWER AND PASSION IN THE WORLD OF LEONARDO "
AGR2AQA,REPRODUCTION AND GENETICS OF AQUATIC ANIMALS 
NSM4REM,RESEARCH AND EVIDENCE IN MIDWIFERY 
HEA102,RESEARCH AND EVIDENCE IN PRACTICE 
HLT1RAE,RESEARCH AND EVIDENCE IN PRACTICE 
EDU6RAA,RESEARCH APPROACHES TO PROFESSIONAL ISSUES A 
EDU6RAB,RESEARCH APPROACHES TO PROFESSIONAL ISSUES B 
HMK3RBB,RESEARCH BEYOND BORDERS 
HMK2RBD,RESEARCH BY DESIGN 
NSG5RED,RESEARCH DESIGN 
EDU4RE2,RESEARCH EVIDENCE AND IMPACT: EARLY YEARS PLACEMENT 
EDU4RE2B,RESEARCH EVIDENCE AND IMPACT: EARLY YEARS PLACEMENT (B) 
EDU4REI,RESEARCH EVIDENCE OF IMPACT 
EDU4REI2,RESEARCH EVIDENCE OF IMPACT 
EDU4REIB,RESEARCH EVIDENCE OF IMPACT: PRIMARY AND SECONDARY YEARS (B) 
HUS3RPL,RESEARCH FOR PROFESSIONAL LIFE: SHAPING YOUR FUTURE 
NSM5RFN,RESEARCH FOUNDATIONS 
NSG4RHP,RESEARCH HONOURS PREPARATION 
HMK2RIA,RESEARCH IN ACTION 
ARC5RAA,RESEARCH IN AUSTRALIAN ARCHAEOLOGY A 
ARC5RAB,RESEARCH IN AUSTRALIAN ARCHAEOLOGY B 
DEN3RID,RESEARCH IN DENTISTRY 
NSM5RES,RESEARCH IN NURSING AND MIDWIFERY 
PLA5MTA,RESEARCH INTERNSHIP A 
PLA5MTB,RESEARCH INTERNSHIP B 
PSY5RMA,RESEARCH MASTERS A 
PSY5RMB,RESEARCH MASTERS B 
PSY5RMC,RESEARCH MASTERS C 
PSY5RMD,RESEARCH MASTERS D 
HUS5REM,RESEARCH METHODS 
VPA4RVA,RESEARCH METHODS - VISUAL ARTS A 
VPA4RVB,RESEARCH METHODS - VISUAL ARTS B 
VPA4RMA,RESEARCH METHODS A - VISUAL ARTS 
PLA4RMP,RESEARCH METHODS FOR PLANNERS 
PLA5RMP,RESEARCH METHODS FOR PLANNERS 
EDU5RME,RESEARCH METHODS IN EDUCATION 
PHE4RMH,RESEARCH METHODS IN HEALTH 4 
OED5RM,RESEARCH METHODS IN OUTDOOR AND ENVIRONMENTAL EDUCATION 
OED4RMO,RESEARCH METHODS IN OUTDOOR AND ENVIRONMENTAL EDUCATION 
BUS4RP4,RESEARCH PAPER 
