academicGrpName,academicGrpDescription,academicCareerName,code,creditPoints,title,campusCode,url
ARG,"Arts, Education and Law Group",Undergraduate,081270,10,Doing Criminology,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1009CCJ
ARG,"Arts, Education and Law Group",Undergraduate,081278,10,Professional Practice,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3008CCJ
ARG,"Arts, Education and Law Group",Undergraduate,081278,10,Professional Practice,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3008CCJ
ARG,"Arts, Education and Law Group",Undergraduate,083797,10,Foundations of Physical Education,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2083EDN
ARG,"Arts, Education and Law Group",Undergraduate,081428,10,Workplace Law,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=5029LAW
ARG,"Arts, Education and Law Group",Undergraduate,087254,10,International Litigation,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=5046LAW
ARG,"Arts, Education and Law Group",Undergraduate,100621,10,Innocence Project 2,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=5167LAW
ARG,"Arts, Education and Law Group",Undergraduate,085947,10,Photo Art 1: The Real Thing,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2801QCA
ARG,"Arts, Education and Law Group",Undergraduate,085951,10,Ad. 1: Culture,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2806QCA
ARG,"Arts, Education and Law Group",Undergraduate,104648,10,Scriptwriting 3,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3716GFS
ARG,"Arts, Education and Law Group",Undergraduate,084012,5,Project in Collaborative Piano 1,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2167QCM
ARG,"Arts, Education and Law Group",Postgraduate,088829,20,Performance Study 2,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7239QCM
ARG,"Arts, Education and Law Group",Undergraduate,100253,10,Youth Justice,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3015CCJ
ARG,"Arts, Education and Law Group",Undergraduate,100253,10,Youth Justice,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3015CCJ
ARG,"Arts, Education and Law Group",Undergraduate,100253,10,Youth Justice,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3015CCJ
ARG,"Arts, Education and Law Group",Undergraduate,103426,10,Music Industry Internship (WIL),SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3731QCM
ARG,"Arts, Education and Law Group",Undergraduate,103426,10,Music Industry Internship (WIL),GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3731QCM
ARG,"Arts, Education and Law Group",Undergraduate,104396,20,Musical Theatre 1,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1211QCM
ARG,"Arts, Education and Law Group",Undergraduate,104409,10,Music Materials 1,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1513QCM
ARG,"Arts, Education and Law Group",Undergraduate,104498,10,Opera Project,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=5965QCM
ARG,"Arts, Education and Law Group",Undergraduate,104499,5,Vocal Ensemble,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=5910QCM
ARG,"Arts, Education and Law Group",Postgraduate,089237,10,Postgraduate Project Studies 2,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7526QCM
ARG,"Arts, Education and Law Group",Postgraduate,101378,10,Pedagogy 2,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7801QCM
ARG,"Arts, Education and Law Group",Undergraduate,101388,10,Collaborative Piano Studies 2,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2154QCM
ARG,"Arts, Education and Law Group",Postgraduate,102051,10,Postgraduate Ensemble,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7871QCM
ARG,"Arts, Education and Law Group",Undergraduate,102521,10,Introduction to 3D Design,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2572QCA
ARG,"Arts, Education and Law Group",Undergraduate,100421,0,Honours Research Project,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6901QCA_P2
ARG,"Arts, Education and Law Group",Undergraduate,100860,40,Honours Research Project,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6801QCA_P4
ARG,"Arts, Education and Law Group",Undergraduate,101740,10,Screen Distribution,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3704GFS
ARG,"Arts, Education and Law Group",Undergraduate,103576,0,Honours Research Project,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6202QCA_P2
ARG,"Arts, Education and Law Group",Undergraduate,103777,10,Visual Story,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2107GFS
ARG,"Arts, Education and Law Group",Undergraduate,103916,10,Contemporary Issues and Games Design,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3118GFS
ARG,"Arts, Education and Law Group",Postgraduate,103944,10,Production Design,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7713GFS
ARG,"Arts, Education and Law Group",Undergraduate,103953,10,Exegesis,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6012QCA
ARG,"Arts, Education and Law Group",Undergraduate,103953,10,Exegesis,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6012QCA
SCG,Griffith Sciences,Postgraduate,104800,20,Advanced Development Processes Studio,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7128ENV
SCG,Griffith Sciences,Postgraduate,105333,10,Contemporary Architecture,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7603ENV
SCG,Griffith Sciences,Postgraduate,105338,10,Architecture Professional Practice 2,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7606ENV
ARG,"Arts, Education and Law Group",Postgraduate,101476,0,Research Folio Project,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7691GFS_P1
ARG,"Arts, Education and Law Group",Postgraduate,104791,10,Screen Production Specialisation 1,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7660GFS
ARG,"Arts, Education and Law Group",Postgraduate,104793,10,Screen Production Specialisation 3,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7662GFS
ARG,"Arts, Education and Law Group",Postgraduate,105335,10,Producing for Screen and Society in the 21st Century,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7628GFS
HTH,Griffith Health,Undergraduate,104869,20,Professional Practice,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3029DOH
BUS,Griffith Business School,Undergraduate,089077,10,Management Accounting,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2104AFE
BUS,Griffith Business School,Undergraduate,089077,10,Management Accounting,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2104AFE
BUS,Griffith Business School,Undergraduate,089077,10,Management Accounting,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2104AFE
BUS,Griffith Business School,Postgraduate,085317,10,Innovation for Growth,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7030MKT
BUS,Griffith Business School,Postgraduate,085317,10,Innovation for Growth,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7030MKT
BUS,Griffith Business School,Postgraduate,085317,10,Innovation for Growth,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7030MKT
BUS,Griffith Business School,Postgraduate,089344,10,Market Research,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7207MKT
BUS,Griffith Business School,Postgraduate,089344,10,Market Research,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7207MKT
BUS,Griffith Business School,Postgraduate,089344,10,Market Research,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7207MKT
ARG,"Arts, Education and Law Group",Undergraduate,104232,10,TV Studio Production - Advanced,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3712GFS
BUS,Griffith Business School,Postgraduate,088763,10,Financial Markets,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7223AFE
BUS,Griffith Business School,Postgraduate,088763,10,Financial Markets,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7223AFE
BUS,Griffith Business School,Postgraduate,089215,10,Corporate Finance,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7211AFE
HTH,Griffith Health,Postgraduate,102968,0,Research Project,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8004DOH_P1
HTH,Griffith Health,Undergraduate,104834,20,Laboratory Practicum 1,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1101DOH
BUS,Griffith Business School,Undergraduate,080767,10,Economics for Decision Making 2,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2303AFE
BUS,Griffith Business School,Undergraduate,080767,10,Economics for Decision Making 2,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2303AFE
BUS,Griffith Business School,Undergraduate,080773,10,Intermediate Microeconomics,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2305AFE
BUS,Griffith Business School,Undergraduate,080773,10,Intermediate Microeconomics,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2305AFE
BUS,Griffith Business School,Undergraduate,102060,10,Marketing Globally,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3042MKT
BUS,Griffith Business School,Undergraduate,102060,10,Marketing Globally,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3042MKT
HTH,Griffith Health,Undergraduate,104796,10,Introduction to Biomedical Data Analysis,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1002MSC
HTH,Griffith Health,Undergraduate,104796,10,Introduction to Biomedical Data Analysis,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1002MSC
HTH,Griffith Health,Undergraduate,083386,10,Advanced Anatomy and Physiology,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3010MSC
HTH,Griffith Health,Postgraduate,100363,10,Research Evidence and Practice,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7021NRS
HTH,Griffith Health,Undergraduate,081482,10,Biochemistry,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2005MSC
HTH,Griffith Health,Undergraduate,081505,10,Research Project,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3003MSC
SCG,Griffith Sciences,Undergraduate,083416,10,Estuarine Ecology,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3801ENV
BUS,Griffith Business School,Postgraduate,102123,10,Organisational Change,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7012EHR
BUS,Griffith Business School,Postgraduate,102123,10,Organisational Change,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7012EHR
BUS,Griffith Business School,Undergraduate,102556,0,Honours Dissertation Part 1,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6300GBS_P1
BUS,Griffith Business School,Undergraduate,102556,0,Honours Dissertation Part 1,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6300GBS_P1
BUS,Griffith Business School,Undergraduate,102588,40,Honours Dissertation Part 4,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6300GBS_P4
BUS,Griffith Business School,Undergraduate,102588,40,Honours Dissertation Part 4,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6300GBS_P4
BUS,Griffith Business School,Undergraduate,102896,10,Business Logistics,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2154IBA
BUS,Griffith Business School,Undergraduate,102896,10,Business Logistics,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2154IBA
SCG,Griffith Sciences,Undergraduate,103728,10,Project Management Principles,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3004ENG
SCG,Griffith Sciences,Undergraduate,103728,10,Project Management Principles,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3004ENG
ARG,"Arts, Education and Law Group",Undergraduate,105056,10,Visual Arts Curriculum - Junior Secondary,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3397EDN
HTH,Griffith Health,Postgraduate,086765,0,Dissertation 3,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7999NRS_P3
BUS,Griffith Business School,Undergraduate,080163,10,Export Management,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2011IBA
BUS,Griffith Business School,Undergraduate,080163,10,Export Management,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2011IBA
BUS,Griffith Business School,Undergraduate,088704,10,Management Strategy and Decision Making,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3112IBA
BUS,Griffith Business School,Undergraduate,088704,10,Management Strategy and Decision Making,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3112IBA
BUS,Griffith Business School,Undergraduate,088704,10,Management Strategy and Decision Making,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3112IBA
SCG,Griffith Sciences,Undergraduate,080516,10,Soils and Geomorphology,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2071ENV
ARG,"Arts, Education and Law Group",Undergraduate,085863,10,Geography Curriculum - Junior Secondary,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3061EDN
ARG,"Arts, Education and Law Group",Undergraduate,102044,10,Primary Science Education 1,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2019EDN
ARG,"Arts, Education and Law Group",Undergraduate,102044,10,Primary Science Education 1,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2019EDN
ARG,"Arts, Education and Law Group",Undergraduate,102044,10,Primary Science Education 1,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2019EDN
ARG,"Arts, Education and Law Group",Postgraduate,088500,10,Consultation and Collaboration,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7226EDN
ARG,"Arts, Education and Law Group",Postgraduate,101901,10,Minority Populations in Forensic Mental Health,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7105CCJ
ARG,"Arts, Education and Law Group",Postgraduate,101326,10,Mental Disorder and Crime,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7103CCJ
