code,title,area,credit
GMED7000 (v.1),Doctoral Thesis - Medicine,Curtin Medical School,NA
ECON7002 (v.1),Doctoral Thesis - Mineral Economics,"WASM: Minerals, Energy and Chemical Engineering",NA
MINE7000 (v.1),Doctoral Thesis - Mining and Metallurgical Engineering,"WASM: Minerals, Energy and Chemical Engineering",NA
HEAL7002 (v.1),Doctoral Thesis - National Drug Research Institute,Faculty of Health Sciences,NA
NURS7000 (v.1),Doctoral Thesis - Nursing and Midwifery,"School of Nursing, Midwifery and Paramedicine",NA
REHT7000 (v.1),Doctoral Thesis - Occupational Therapy,"School of Occ Therapy, Social Work and Speech Path",NA
PEEN7000 (v.1),Doctoral Thesis - Petroleum Engineering,"WASM: Minerals, Energy and Chemical Engineering",NA
PHAR7000 (v.1),Doctoral Thesis - Pharmacy,School of Pharmacy and Biomedical Sciences,NA
PHYS7000 (v.1),Doctoral Thesis - Physics,"School of Elec Eng, Comp and Math Sci (EECMS)",NA
PHTY7000 (v.1),Doctoral Thesis - Physiotherapy,School of Physiotherapy and Exercise Science,NA
PROP7000 (v.1),Doctoral Thesis - Property Studies,School of Economics and Finance,NA
PSYC7000 (v.1),Doctoral Thesis - Psychology,School of Psychology,NA
PUBH7000 (v.1),Doctoral Thesis - Public Health,School of Public Health,NA
PUBP7000 (v.1),Doctoral Thesis - Public Policy,School of Management,NA
NPSC7001 (v.1),Doctoral Thesis - Sarawak,Curtin Malaysia,NA
NPSC7002 (v.1),Doctoral Thesis - Science Education,School of Education,NA
INTR7000 (v.1),Doctoral Thesis - Social Sciences,"School of Media, Creative Arts and Social Inquiry",NA
SCWK7000 (v.1),Doctoral Thesis - Social Work,"School of Occ Therapy, Social Work and Speech Path",NA
SPAT7000 (v.1),Doctoral Thesis - Spatial Sciences,School of Earth and Planetary Sciences (EPS),NA
PRRE7001 (v.1),Doctoral Thesis - Sustainable Engineering,School of Civil and Mechanical Engineering,NA
URDE7000 (v.1),Doctoral Thesis - Urban and Regional Planning,School of Design and the Built Environment,NA
GRDE7000 (v.1),Doctoral Thesis- Design,School of Design and the Built Environment,NA
MGMT2013 (v.1),Doing Business with Europe,School of Management,25
INTR3001 (v.1),Doing Research in International Relations,"School of Media, Creative Arts and Social Inquiry",25
ANTH3004 (v.1),Doing Social Research A,"School of Media, Creative Arts and Social Inquiry",25
ANTH5005 (v.1),Doing Social Research A,"School of Media, Creative Arts and Social Inquiry",25
SPRO5001 (v.3),Drama Narratives,"School of Media, Creative Arts and Social Inquiry",25
SPRO2003 (v.2),Drama Narratives,"School of Media, Creative Arts and Social Inquiry",25
VISA5009 (v.1),Drawing,"School of Media, Creative Arts and Social Inquiry",25
VISA1003 (v.1),Drawing,"School of Media, Creative Arts and Social Inquiry",25
PEEN3006 (v.1),Drilling Engineering and Fluids Laboratory,"WASM: Minerals, Energy and Chemical Engineering",25
PEEN6005 (v.1),Drilling Engineering Fundamentals,"WASM: Minerals, Energy and Chemical Engineering",25
INDE3002 (v.1),Dynamic and Stochastic Modelling and Optimisation,"School of Elec Eng, Comp and Math Sci (EECMS)",25
INDE4000 (v.1),Dynamic and Stochastic Simulation and Optimisation,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MXEN3004 (v.1),Dynamic Modelling and Control,School of Civil and Mechanical Engineering,25
EDEC3024 (v.1),Early Childhood Literacies,School of Education,25
EDEC2019 (v.1),Early Childhood Professional Experience 1: Learning and Teaching in Junior Primary,School of Education,25
EDEC5000 (v.1),Early Childhood Professional Experience 1: Planning and Documentation,School of Education,25
EDEC5001 (v.1),"Early Childhood Professional Experience 2: Planning, Assessment and Reporting",School of Education,25
EDEC3016 (v.1),Early Childhood Professional Experience 2: Quality Frameworks in Early Learning Centres,School of Education,25
EDEC3018 (v.1),Early Childhood Professional Experience 3: Kindergarten to Pre-primary Learning Environments,School of Education,25
EDEC2000 (v.2),Early Learning Through the Humanities and Social Sciences,School of Education,25
EDEC5003 (v.1),Early Literacies and Play-Based Pedagogies,School of Education,25
ENGR6000 (v.1),Eco-Efficiency Strategies,School of Civil and Mechanical Engineering,25
ECOM2000 (v.1),Econometric Principles,School of Economics and Finance,25
ECOM3000 (v.1),Econometric Theory,School of Economics and Finance,25
ECOM5001 (v.1),Econometric Theory and Application,School of Economics and Finance,25
ECOM6000 (v.1),Econometrics and Forecasting,"WASM: Minerals, Energy and Chemical Engineering",25
ECOM6005 (v.1),Econometrics Fundamentals,School of Economics and Finance,25
HEAL6044 (v.1),Economic Evaluation and Decision Making in Health,School of Public Health,25
ECON3002 (v.2),Economic Modelling,School of Economics and Finance,25
ECON6005 (v.1),Economics and Finance Business Project,School of Economics and Finance,50
ECON5006 (v.1),Economics Asian Development,School of Economics and Finance,25
ECON5014 (v.1),Economics for Managers,School of Economics and Finance,25
ENST5006 (v.2),Ecotoxicology and Environmental Monitoring,School of Molecular and Life Sciences (MLS),25
ENST2003 (v.2),Ecotoxicology and Environmental Monitoring,School of Molecular and Life Sciences (MLS),25
EDUC6026 (v.1),EDML501 Language Teaching Methodologies,OUA Programs,25
EDPR3007 (v.2),EDP311 Cultural Contexts in Primary Education,OUA Programs,25
EDSC3009 (v.1),Educating Adolescents: Diversity and Inclusion,School of Education,25
EDUC4002 (v.1),Education Project,School of Education,25
EDUC7004 (v.1),Education Research Methods,School of Education,25
EDUC7001 (v.1),Education Research Proposal Preparation,School of Education,25
EDUC6033 (v.1),Educational Applications of Digital Technologies,School of Education,25
EDUC6006 (v.1),Educational Innovation and Change,School of Education,25
EDUC6007 (v.1),Educational Leadership,School of Education,25
EDUC1027 (v.1),Educators Inquiring About the World,School of Education,25
XINO5019 (v.1) EF55F2 Pipelines and Soil Mechanics (University of Aberdeen),EF55F2 Pipelines and Soil Mechanics (University of Aberdeen),"WASM: Minerals, Energy and Chemical Engineering",25
XINO5012 (v.1) EG50F6 Subsea Control (University of Aberdeen),EG50F6 Subsea Control (University of Aberdeen),"WASM: Minerals, Energy and Chemical Engineering",25
XINO5013 (v.1) EG50F8 Subsea Integrity (University of Aberdeen),EG50F8 Subsea Integrity (University of Aberdeen),"WASM: Minerals, Energy and Chemical Engineering",25
XINO5014 (v.1) EG50F9 Subsea Production Systems (University of Aberdeen),EG50F9 Subsea Production Systems (University of Aberdeen),"WASM: Minerals, Energy and Chemical Engineering",25
"XINO5011 (v.1) EG50T7 Subsea Construction, Inspection and Maintenance (University of Aberdeen)","EG50T7 Subsea Construction, Inspection and Maintenance (University of Aberdeen)","WASM: Minerals, Energy and Chemical Engineering",25
XINO5017 (v.1) EG55F6 Risers Systems and Hydrodynamics (University of Aberdeen),EG55F6 Risers Systems and Hydrodynamics (University of Aberdeen),"WASM: Minerals, Energy and Chemical Engineering",25
XINO5016 (v.1) EG55F8 Flow Assurance (University of Aberdeen),EG55F8 Flow Assurance (University of Aberdeen),"WASM: Minerals, Energy and Chemical Engineering",25
XINO5018 (v.1) EG55P6 Engineering Risk and Reliability Analysis (University of Aberdeen),EG55P6 Engineering Risk and Reliability Analysis (University of Aberdeen),"WASM: Minerals, Energy and Chemical Engineering",25
XINO5015 (v.1) EG59F9 Subsea Individual Project (University of Aberdeen),EG59F9 Subsea Individual Project (University of Aberdeen),"WASM: Minerals, Energy and Chemical Engineering",100
LAWS3021 (v.1),Elder Law and Succession Planning,Curtin Law School,25
ELEN6010 (v.1),Electric Power Transmission and Distribution,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ELEN4001 (v.1),Electric Power Transmission and Distribution,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ELEN5002 (v.1),Electrical Circuits,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ELEN2000 (v.1),Electrical Circuits,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ELEN3000 (v.1),Electrical Machines and Stability,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ELEN6020 (v.1),Electrical Machines and Stability,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ELEN2004 (v.1),Electrical Plant,"School of Elec Eng, Comp and Math Sci (EECMS)",12
ELEN1000 (v.1),Electrical Systems,Faculty of Science and Engineering,25
MINE2000 (v.1),Electrical Systems in Resources Engineering,"WASM: Minerals, Energy and Chemical Engineering",25
ELEN6002 (v.1),Electrical Utility Research Project 1,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ELEN6003 (v.1),Electrical Utility Research Project 2,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ELEN5003 (v.1),Electromagnetic and Electromechanical Energy Conversion,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ELEN2001 (v.1),Electromagnetic and Electromechanical Energy Conversion,"School of Elec Eng, Comp and Math Sci (EECMS)",25
GEOP3003 (v.1),Electromagnetics and Radiometrics for Exploration,"WASM: Minerals, Energy and Chemical Engineering",25
PHYS2005 (v.1),Electromagnetism,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ETEN3002 (v.1),Electronic Design,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ETEN2001 (v.1),Electronic Fundamentals,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ETEN1000 (v.1),Electronics,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MEDI6004 (v.1),Electrophysical Science,School of Physiotherapy and Exercise Science,12
TAXA3007 (v.1),Elementary Australian Tax Law,Curtin Law School,25
ENGL1000 (v.1),ELICOS Unit,Curtin English,NA
CMPE3001 (v.1),Embedded Systems Engineering,"School of Elec Eng, Comp and Math Sci (EECMS)",25
CMPE6005 (v.1),Embedded Systems Engineering,"School of Elec Eng, Comp and Math Sci (EECMS)",25
OCHS3004 (v.1),Emergency Management and Incident Investigation,School of Public Health,25
POLS3001 (v.2),Emerging Challenges in International Relations,"School of Media, Creative Arts and Social Inquiry",25
MGMT5000 (v.1),Employee Relations in Australia,School of Management,25
MGMT2002 (v.1),Employee Relations in Singapore,School of Management,25
BLAW3007 (v.1),Employment Advocacy,Curtin Law School,25
OCHS3001 (v.2),Employment and Environment Law,School of Public Health,25
LAWS3003 (v.1),Employment Law,Curtin Law School,25
AGRI0000 (v.1),Enabling Agribusiness Practices 1,Faculty of Science and Engineering,25
AGRI0001 (v.1),Enabling Agribusiness Practices 2,Faculty of Science and Engineering,25
MATH0002 (v.1),Enabling Mathematics 1,Faculty of Science and Engineering,25
MATH0001 (v.1),Enabling Mathematics 2,Faculty of Science and Engineering,25
MATH0006 (v.1),Enabling Mathematics and Statistics 1,Faculty of Science and Engineering,25
MATH0007 (v.1),Enabling Mathematics and Statistics 2,Faculty of Science and Engineering,25
PHYS0001 (v.1),Enabling Physics 1,Faculty of Science and Engineering,25
PHYS0002 (v.1),Enabling Physics 2,Faculty of Science and Engineering,25
ECON6017 (v.1),Energy Policy,"WASM: Minerals, Energy and Chemical Engineering",25
XINO6002 (v.1) Energy Policy and the Environment (Robert Gordon University),Energy Policy and the Environment (Robert Gordon University),Faculty of Business and Law,25
GEOL5007 (v.1),Energy Resources,School of Earth and Planetary Sciences (EPS),25
EDEC2021 (v.1),Engaging Children in Science,School of Education,25
COMS1001 (v.1),Engaging Media,"School of Media, Creative Arts and Social Inquiry",25
CWRI6000 (v.2),Engaging Narrative,"School of Media, Creative Arts and Social Inquiry",25
CWRI1003 (v.2),Engaging Narrative,"School of Media, Creative Arts and Social Inquiry",25
INDE5001 (v.1),Engineering - Design and Processes,Faculty of Science and Engineering,25
CHEM1004 (v.1),Engineering Chemistry,School of Molecular and Life Sciences (MLS),12
ENGR1000 (v.2),Engineering Connections,Faculty of Science and Engineering,12
CSEN6000 (v.1),Engineering Contracts,School of Civil and Mechanical Engineering,25
MCEN4011 (v.1),Engineering Design Methodology,School of Civil and Mechanical Engineering,25
MCEN6012 (v.1),Engineering Design Methodology,School of Civil and Mechanical Engineering,25
ELEN6017 (v.1),Engineering Electromagnetics and Transmission Lines,"School of Elec Eng, Comp and Math Sci (EECMS)",25
INDE1001 (v.2),"Engineering Foundations: Principles, Design and Communication",Faculty of Science and Engineering,25
MCEN2005 (v.1),Engineering Graphics,School of Civil and Mechanical Engineering,12
ENGR4000 (v.1),Engineering Industry Research Project 1,"WASM: Minerals, Energy and Chemical Engineering",25
ENGR4001 (v.1),Engineering Industry Research Project 2,"WASM: Minerals, Energy and Chemical Engineering",25
ENGR6013 (v.1),Engineering Internship,Faculty of Science and Engineering,25
CSEN6001 (v.1),Engineering Investment and Analysis,School of Civil and Mechanical Engineering,25
MGMT3000 (v.1),Engineering Management,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MGMT5039 (v.1),Engineering Management,"School of Elec Eng, Comp and Math Sci (EECMS)",25
CSEN6004 (v.1),Engineering Management Project,School of Civil and Mechanical Engineering,50
MAEN1000 (v.1),Engineering Materials,Faculty of Science and Engineering,25
PRRE5010 (v.1),Engineering Materials for the Resources Industry,"WASM: Minerals, Energy and Chemical Engineering",25
MATH2012 (v.1),Engineering Mathematics,School of Civil and Mechanical Engineering,12
BLDG3008 (v.3),Engineering Measurement,School of Design and the Built Environment,25
MCEN1000 (v.1),Engineering Mechanics,Faculty of Science and Engineering,25
PRRE5000 (v.1),Engineering Metallurgy,"WASM: Minerals, Energy and Chemical Engineering",25
MCEN4009 (v.1),Engineering Noise Control,School of Civil and Mechanical Engineering,25
MCEN6007 (v.1),Engineering Noise Control,School of Civil and Mechanical Engineering,25
CSEN6005 (v.2),Engineering Project Management,School of Civil and Mechanical Engineering,25
CSEN6003 (v.1),Engineering Quality Control,School of Civil and Mechanical Engineering,25
EEET4000 (v.2),Engineering Research Project 1,"School of Elec Eng, Comp and Math Sci (EECMS)",25
EEET4001 (v.1),Engineering Research Project 2,"School of Elec Eng, Comp and Math Sci (EECMS)",25
SPAT2003 (v.1),Engineering Surveying,School of Earth and Planetary Sciences (EPS),25
ENEN5000 (v.1),Engineering Sustainable Development,School of Civil and Mechanical Engineering,12
ENEN2000 (v.2),Engineering Sustainable Development,School of Civil and Mechanical Engineering,12
ENGL0013 (v.1) English Language Bridging (ELB) Academic Session Listening and Speaking,English Language Bridging (ELB) Academic Session Listening and Speaking,Curtin English,22
ENGL0014 (v.1) English Language Bridging (ELB) Academic Session Reading and Writing,English Language Bridging (ELB) Academic Session Reading and Writing,Curtin English,22
ENGL0015 (v.1) English Language Bridging (ELB) Block 1,English Language Bridging (ELB) Block 1,Curtin English,22
ENGL0016 (v.1) English Language Bridging (ELB) Block 2,English Language Bridging (ELB) Block 2,Curtin English,22
ENGL0018 (v.1) English Language Bridging (ELB) Extended Preparation,English Language Bridging (ELB) Extended Preparation,Curtin English,22
