code,title,availability,units
ENGG1003,Introduction to Procedural Programming,Semester 1 - 2020 (Callaghan)Trimester 1 - 2020 (Singapore)Trimester 2 - 2020 (Singapore)Trimester 3 - 2020 (Singapore),10 units
ENGG1500,Introduction to Professional Engineering,Semester 1 - 2020 (Callaghan)Trimester 1 - 2020 (Singapore)Trimester 2 - 2020 (Singapore)Trimester 3 - 2020 (Singapore),10 units
ENGG1600,Sustainable Energy - The Australian Setting,Semester 2 - 2020 (Callaghan),10 units
ENGG2200,Project/Directed Reading,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),10 units
ENGG2440,Modelling and Control,Semester 2 - 2020 (Callaghan)Trimester 1 - 2020 (Singapore)Trimester 3 - 2020 (Singapore),10 units
ENGG2500,Sustainable Engineering Practice,Semester 1 - 2020 (Callaghan)Trimester 2 - 2020 (Singapore),10 units
ENGG3200,Project/Directed Reading,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),10 units
ENGG3440,Linear Control and Estimation,Summer 2 - 2020 (Callaghan)Semester 1 - 2020 (Callaghan)Trimester 2 - 2020 (Singapore),10 units
ENGG3500,Managing Engineering Projects,Semester 1 - 2020 (Callaghan)Trimester 1 - 2020 (Singapore)Trimester 3 - 2020 (Singapore),10 units
ENGG3860,Carbon Accounting and Energy Auditing,Semester 1 - 2020 (Callaghan),10 units
ENGG4200,Project/Directed Reading,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),10 units
ENGG4440,Nonlinear Control and Estimation,Semester 2 - 2020 (Callaghan),10 units
ENGG4500,Engineering Complexity,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Online)Trimester 3 - 2020 (Singapore),10 units
ENGG6000,Engineering Project A,Not currently offered,20 units
ENGG6001,Engineering Project B,Not currently offered,20 units
ENGG6005,Innovation and Commercialisation,Not currently offered,10 units
ENGG6006,"Research and Development, Managing Intellectual Property",Not currently offered,10 units
ENGG6200,Project/Directed Reading,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),10 units
ENGG6400,Modelling and Control,Semester 2 - 2020 (Callaghan),10 units
ENGG6440,Linear Control and Estimation,Semester 1 - 2020 (Callaghan),10 units
ENGG6441,Nonlinear Control and Estimation,Semester 2 - 2020 (Callaghan),10 units
ENGG6500,Engineering Complexity,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Online),10 units
ENGG6830,Engineering Project Management,Semester 1 - 2020 (Callaghan)Trimester 3 - 2020 (Sydney),10 units
ENGG6860,Carbon Accounting and Energy Auditing,Semester 1 - 2020 (Callaghan),10 units
Back to top,Back to top,Back to top,Back to top
ENGL1000,Reading English Literature,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Online),10 units
ENGL1040,Australian Popular Culture,Not currently offered,10 units
ENGL1090,Critical Reading and Writing,Summer 2 - 2020 (Callaghan),10 units
ENGL1101,Classics of World Literature,Semester 2 - 2020 (Callaghan),10 units
ENGL1201,Creative Writing: Introduction,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),10 units
ENGL1650,"Stories in Context: Fiction, Drama, Film",Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Online),10 units
ENGL2000,Key Concepts of Literary Studies,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),10 units
ENGL2002,Renaissance Literature,Not currently offered,10 units
ENGL2003,The Rise of the Novel,Not currently offered,10 units
ENGL2004,Romantic Literature,Not currently offered,10 units
ENGL2005,The Victorian Novel: Mind and Monstrosity in the Long Nineteenth Century,Semester 1 - 2020 (Callaghan),10 units
ENGL2006,Modernisms,Semester 2 - 2020 (Callaghan),10 units
ENGL2007,Contemporary Literature,Not currently offered,10 units
ENGL2008,Modern American Literature,Not currently offered,10 units
ENGL2009,Contemporary Australian Literature,Not currently offered,10 units
ENGL2011,Children's Literature,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Online),10 units
ENGL2101,Creative Writing: The Art of Short Fiction,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 2 - 2020 (Online),10 units
ENGL2102,Creative Writing: Creative Non-fiction,Semester 2 - 2020 (Callaghan),10 units
ENGL3000,Contemporary Writing and Literary Cultures,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),20 units
ENGL3006,Writing the Self,Not currently offered,10 units
ENGL3008,Shakespeare on Screen,Not currently offered,10 units
ENGL3012,Detective Fiction,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast),10 units
ENGL3013,Women's Writing,Not currently offered,10 units
ENGL3016,Modern Asian Literature,Not currently offered,10 units
ENGL3017,Single Author Study,Not currently offered,10 units
ENGL3021,Sex and Death on the Renaissance Stage,Semester 1 - 2020 (Callaghan),10 units
ENGL3045,Indigenous Australia in Literature: Listenin' Up,Semester 1 - 2020 (Central Coast),10 units
ENGL3101,Modern World Literature,Semester 2 - 2020 (Callaghan),10 units
ENGL3202,Advanced Creative Writing 2,Not currently offered,10 units
ENGL3301,Creative Writing: Poetry and Poetics,Not currently offered,10 units
ENGL3302,Creative Writing: The Art of the Novel,Semester 1 - 2020 (Callaghan),10 units
ENGL3401,Principles of Editing and Publishing,Not currently offered,10 units
ENGL3430,Post-Colonial Literature,Not currently offered,10 units
ENGL3656,Issues in Speculative Fiction,Not currently offered,10 units
ENGL3664,Children's Fantasy Literature,Not currently offered,10 units
ENGL3665,Young Adult Literature: Storying the World through Young Adult Voices,Not currently offered,10 units
ENGL3700,Novel into Film,Not currently offered,10 units
ENGL3999,Contemporary Australian Poetry,Not currently offered,10 units
ENGL4070,English Honours I,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast),20 units
ENGL4080,English Honours II,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),20 units
ENGL4090,English Honours III,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 2 - 2020 (Central Coast),20 units
ENGL4100,English Honours IV,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 2 - 2020 (Central Coast),20 units
ENGL6004,Creative Nonfiction,Semester 2 - 2020 (Callaghan),10 units
ENGL6005,The Art of the Novel,Semester 1 - 2020 (Callaghan),10 units
ENGL6006,Poetry Workshop,Not currently offered,10 units
ENGL6007,The Short Story,Not currently offered,10 units
Back to top,Back to top,Back to top,Back to top
ENVS1000,Environmental Sustainability Explained,Semester 1 - 2020 (Online),10 units
ENVS1001,Environmental Science Concepts & Methods,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast),10 units
ENVS1002,Physical and Chemical Environmental Systems,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),10 units
ENVS1003,Environmental Values and Ethics,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),10 units
ENVS1004,Social Development & the Environment,Semester 1 - 2020 (Callaghan),10 units
ENVS2002,Environmental Legislation & Planning,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast),10 units
ENVS2004,Ecology,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),10 units
ENVS2005,Management of Australian Flora,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),10 units
ENVS2006,Ecology and Management of Wildlife,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast),10 units
ENVS2008,The Sustainable Society,Semester 2 - 2020 (Callaghan),10 units
ENVS2009,Catchment and Water Resource Management,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),10 units
ENVS2620,Biosciences for EOHS,Trimester 2 - 2020 (Singapore),10 units
ENVS2710,Environmental Control Practice,Trimester 1 - 2020 (Singapore)Trimester 2 - 2020 (Singapore),10 units
ENVS3001,Integrated Impact Assessment,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast),10 units
ENVS3002,Environmental Management Perspectives,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),10 units
ENVS3003,Conservation Biology,Semester 1 - 2020 (Callaghan),10 units
ENVS3004,Ecotoxicology,Semester 1 - 2020 (Callaghan),10 units
ENVS3005,Animal Behaviour,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast),10 units
ENVS3006,Sustainability: Theory and Practice,Semester 1 - 2020 (Callaghan),10 units
ENVS3007,Environmental Remediation,Semester 1 - 2020 (Callaghan),10 units
ENVS3008,Organisational Placement in the Environmental Sector,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 2 - 2020 (Central Coast),10 units
ENVS3009,Advanced Water Science and Resource Management,Semester 1 - 2020 (Callaghan),10 units
ENVS3010,Extended Organisational Placement in the Environmental Sector,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 2 - 2020 (Central Coast),10 units
ENVS3400,Advanced Research Project,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),10 units
ENVS3500,Advanced Environmental Field Skills,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),10 units
ENVS3610,Environmental Impact Assessment,Trimester 3 - 2020 (Singapore),10 units
ENVS3750,Industrial Ecology for EOHS,Trimester 1 - 2020 (Singapore),10 units
ENVS4001,Environmental Science and Management Honours 4001,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 2 - 2020 (Central Coast),20 units
ENVS4002,Environmental Science and Management Honours 4002,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 2 - 2020 (Central Coast),20 units
ENVS4003,Environmental Science and Management Honours 4003,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 2 - 2020 (Central Coast),20 units
ENVS4004,Environmental Science and Management Honours 4004,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 2 - 2020 (Central Coast),20 units
ENVS6500,Business and the Natural Environment,Trimester 1 - 2020 (Online),10 units
ENVS6510,Environmental Legislation and Policy,Trimester 2 - 2020 (Online),10 units
ENVS6525,Sustainability and Ecosystem Health,Trimester 2 - 2020 (Online),10 units
ENVS6530,Environmental Management,Trimester 3 - 2020 (Online),10 units
ENVS6535,Implementing Environmental Resilience and Addressing Complexity,Trimester 1 - 2020 (Online),10 units
ENVS6545,Impact Assessment and Climate Change Policy,Trimester 3 - 2020 (Online),10 units
ENVS6555,Applied Natural Resource Management,Trimester 3 - 2020 (Online),10 units
ENVS6560,Contemporary Issues in Water Management,Trimester 1 - 2020 (Online),10 units
Back to top,Back to top,Back to top,Back to top
EPABOR110,Decolonising Research in Aboriginal Communities,Semester 1 - 2020 (Callaghan),10 units
EPABOR111,Professional Practice,Semester 1 - 2020 (Callaghan),10 units
EPABOR112,Aboriginal Tertiary Foundation Studies 1,Semester 1 - 2020 (Callaghan),10 units
EPABOR113,Professional Practice 2,Semester 2 - 2020 (Callaghan),10 units
EPABOR114,Community and Research 2,Semester 2 - 2020 (Callaghan),10 units
EPABOR124,Aboriginal Tertiary Foundation Studies 2,Semester 2 - 2020 (Callaghan),10 units
EPABOR158,Aboriginal and Torres Strait Islander Studies: Cultures and Histories,Semester 1 - 2020 (Callaghan),10 units
EPABOR160,Introduction to Health Professional Studies 1,Semester 1 - 2020 (Callaghan),10 units
EPABOR161,Introduction to Health Professional Studies 2,Semester 2 - 2020 (Callaghan),10 units
EPABOR258,Aboriginal and Torres Strait Islander Studies: Contemporary Issues,Semester 2 - 2020 (Callaghan),10 units
Back to top,Back to top,Back to top,Back to top
EPARTS156,Visual Art Fundamentals,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast),10 units
EPARTS190,Design Drawing,Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Newcastle City),10 units
EPARTS191,Design in Society,Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Newcastle City),10 units
EPARTS192,Graphic Design Fundamentals,Semester 2 - 2020 (Newcastle City),10 units
EPARTS256,Contemporary Visual Arts Practices,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),10 units
Back to top,Back to top,Back to top,Back to top
EPBIOL140,Environmental Biology,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast),10 units
EPBIOL240,Environmental Ecology,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),10 units
EPBIOL259,Introduction to the Life Sciences,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Online),10 units
EPBIOL340,Environmental Science,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),20 units
Back to top,Back to top,Back to top,Back to top
EPCHEM137,Foundation Concepts for Chemistry and Life Sciences,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Online),10 units
EPCHEM237,Chemistry,Semester 2 - 2020 (Callaghan),10 units
EPCHEM314,Introduction to Chemistry and the Life Sciences,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),20 units
Back to top,Back to top,Back to top,Back to top
EPEDUC101,Foundations in Education: Introduction,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Online),10 units
EPEDUC201,Foundations in Education: Contemporary Issues in Schooling,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Online),10 units
EPEDUC301,Foundations in Education,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),20 units
Back to top,Back to top,Back to top,Back to top
EPENGG101,Introduction to Engineering: Problem Solving in Practice,Semester 1 - 2020 (Callaghan),10 units
EPENGG201,Introduction to Engineering Physics,Semester 2 - 2020 (Callaghan),10 units
Back to top,Back to top,Back to top,Back to top
EPGEOS141,Understanding Earth,Not currently offered,10 units
EPGEOS241,Earth Science in Practice,Not currently offered,10 units
EPGEOS301,Earth Science,Not currently offered,20 units
Back to top,Back to top,Back to top,Back to top
EPHLTH170,Science Essentials for Nursing and Midwifery,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Online),10 units
EPHLTH270,Bioscience for Nursing and Midwifery,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Online),10 units
EPHLTH370,Science for Nursing and Midwifery,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),20 units
Back to top,Back to top,Back to top,Back to top
EPHUMA120,Media and Communications,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),10 units
EPHUMA122,Academic Literacies 1,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast),10 units
EPHUMA123,Academic Literacies 2,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),10 units
EPHUMA131,Australian History to Federation,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Online),10 units
EPHUMA135,Research in Action,Semester 2 - 2020 (Central Coast),10 units
EPHUMA137,Australian Culture and Society,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast),10 units
EPHUMA138,Classical Studies: Greeks in Action,Not currently offered,10 units
EPHUMA144,Literature & Film: Identities,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast),10 units
EPHUMA147,Law in Australia,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Online),10 units
EPHUMA148,Introduction to Linguistics,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast),10 units
EPHUMA149,Language in Society,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Online),10 units
EPHUMA150,Philosophy: Knowledge and Being,Not currently offered,10 units
EPHUMA154,The Sociological Gaze: Theory and Concepts,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Online),10 units
EPHUMA155,Applied Legal Studies,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast),10 units
EPHUMA160,Film Studies,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast),10 units
EPHUMA231,Australian History from Federation to Present,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Online),10 units
