code,title,level,campus
CUAPRI501,Refine printmaking techniques,TAFE (Vocational),Footscray Nicholson
CUAPRI502,Investigate printmaking materials and processes,TAFE (Vocational),Footscray Nicholson
CUARES202,Source and use information relevant to own arts practice,TAFE (Vocational),Werribee
CUARES402,Conduct research,TAFE (Vocational),Footscray Nicholson or Online
CUARES403,Research history and theory to inform own arts practice,TAFE (Vocational),Footscray Nicholson
CUARES503,Analyse cultural history and theory,TAFE (Vocational),Footscray Nicholson
CUASOU201,Develop basic audio skills and knowledge,TAFE (Vocational),Footscray Nicholson
CUASOU202,Perform basic sound editing,TAFE (Vocational),Footscray Nicholson or Industry
CUASOU301,Undertake live audio operations,TAFE (Vocational),Footscray Nicholson
CUASOU307,Record and mix a basic music demo,TAFE (Vocational),Footscray Nicholson
CUASOU308,Install and disassemble audio equipment,TAFE (Vocational),Footscray Nicholson
CUASOU401,Mix live audio,TAFE (Vocational),Footscray Nicholson
CUASOU402,Manage audio input sources,TAFE (Vocational),Footscray Nicholson
CUASOU405,Record sound,TAFE (Vocational),Footscray Nicholson
CUASOU407,Edit sound,TAFE (Vocational),Footscray Nicholson
CUASOU409,Mix recorded music,TAFE (Vocational),Footscray Nicholson
CUASOU504,Produce sound recordings,TAFE (Vocational),Footscray Nicholson
CUAWHS302,Apply work health and safety practices,TAFE (Vocational),Footscray Nicholson
CUAWRT301,Write content for a range of media,TAFE (Vocational),Footscray Nicholson or Online
CUAWRT404,Perform writing and editing tasks,TAFE (Vocational),Footscray Nicholson or Online
CUAWRT405,Write fiction material,TAFE (Vocational),Footscray Nicholson or Online
CUAWRT406,Write nonfiction material,TAFE (Vocational),Footscray Nicholson or Online
CUAWRT407,Develop content for publication,TAFE (Vocational),Footscray Nicholson or Online
CUAWRT411,Write for young children,TAFE (Vocational),Footscray Nicholson or Online
CUAWRT413,Write poetry,TAFE (Vocational),Footscray Nicholson or Online
CUAWRT414,Write narratives,TAFE (Vocational),Footscray Nicholson or Online
CUAWRT504,Perform advanced editing tasks,TAFE (Vocational),Footscray Nicholson
CUAWRT505,Perform advanced writing tasks,TAFE (Vocational),Footscray Nicholson
CUAWRT506,Develop nonfiction works for publication,TAFE (Vocational),Footscray Nicholson
CUAWRT508,Develop children’s and young adults’ written works for publication,TAFE (Vocational),Footscray Nicholson
CUAWRT509,Develop fiction works for publication,TAFE (Vocational),Footscray Nicholson
CUFCMP301A,Implement copyright arrangements,TAFE (Vocational),Footscray Nicholson or Online
CUFIND201A,Develop and apply creative arts industry knowledge,TAFE (Vocational),Online or Other
CUFIND401A,Provide services on a freelance basis,TAFE (Vocational),"City King, Industry, Online or St Albans"
CUFRES401A,Conduct research,TAFE (Vocational),Footscray Nicholson or Online
CUFWRT301A,Write content for a range of media,TAFE (Vocational),Footscray Nicholson or Online
CUFWRT401A,Edit texts,TAFE (Vocational),"Industry, Online or St Albans"
CUFWRT402A,Write extended stories,TAFE (Vocational),Industry or St Albans
CUFWRT601A,Write scripts,TAFE (Vocational),"Industry, Online or St Albans"
CUVACD303A,Produce technical drawings,TAFE (Vocational),Sunshine
CUVPRP301A,Produce creative work,TAFE (Vocational),Footscray Nicholson or Online
CUVPRP401A,Realise a creative project,TAFE (Vocational),Footscray Nicholson or Online
CUVPRP405A,Develop and discuss ideas for own creative work,TAFE (Vocational),Footscray Nicholson or Online
CUVRES401A,Research history and theory to inform own arts practice,TAFE (Vocational),Footscray Nicholson or Online
EED6004,Capstone Research Investigation,Postgraduate,Footscray Nicholson or Footscray Park
HNB3217,Cardiac Nursing,Bachelor,Online
RBM2800,Cardiorespiratory and Renal Physiology,Bachelor,St Albans
HNO6002,Care Coordination in Practice,Postgraduate,Victoria University Online
SSM2002,Career Development and Employability 1,Bachelor,Footscray Park
SSM3003,Career Development and Employability 2,Bachelor,Footscray Park
HFB3136,Career and Professional Development,Bachelor,St Albans
SCL6101,Case Management for Clinical Exercise,Postgraduate,Footscray Park
NMICBM,Cell Biology/Microbiology,Bachelor,Footscray Park or Werribee
RBM2133,Cell  and Molecular Biology,Bachelor,St Albans
ASC2005,Change and Community Justice,Bachelor,Footscray Park
AEB3174,Change and Social Justice in Early Childhood,Bachelor,Footscray Park or St Albans
NMICHE,Chemistry,Bachelor,Footscray Park
RCS1601,Chemistry 1A,Bachelor,Footscray Park or St Albans
RCS1602,Chemistry 1B,Bachelor,Footscray Park or St Albans
HBD3103,Chemistry for Dermal Sciences,Bachelor,City Queen or Online
APT5037,Child and Adolescent: Theories and Techniques of Counselling,Postgraduate,City Flinders
ACL3000,Children's Literature,Bachelor,Footscray Park
BBC3005,China in the World Economy,Bachelor,City Flinders or Footscray Park
HSPCHR,Chronic Disease and Ageing,Postgraduate,Victoria University Online
ASN2006,Cinematography,Bachelor,Footscray Park
NEC3202,Civil Engineering Design 1,Bachelor,Footscray Park
LLW4000,Civil Procedure,Bachelor,City Flinders or City Queen
HCP6001,Clinic Experience,Postgraduate,Footscray Nicholson
APP3037,Clinical Aspects of Psychology,Bachelor,Footscray Park
APC6086,Clinical Assessment,Postgraduate,Footscray Nicholson
HBD4103,Clinical Dermal Practicum 1,Bachelor,City Queen or Online
HBD4203,Clinical Dermal Practicum 2,Bachelor,City Queen or Online
SCL6104,Clinical Exercise Practice,Postgraduate,Footscray Park
AHE3115,Clinical Exercise Practice 1,Bachelor,Footscray Park
HBM3205,Clinical Genetics and Cellular Basis of Disease,Bachelor,St Albans
APC7005,Clinical Placement 1,Postgraduate,Footscray Nicholson
APC7008,Clinical Placement 2,Postgraduate,Footscray Nicholson
HMH7105,Clinical Practice 1,Postgraduate,City Flinders
HMH7205,Clinical Practice 2,Postgraduate,City Flinders
HFB2117,Clinical Practice 3,Bachelor,St Albans
HMH7305,Clinical Practice 3,Postgraduate,City Flinders
HFB2223,Clinical Practice 4,Bachelor,St Albans
HHU5187,Clinical Practicum 7,Postgraduate,City Flinders
HHU5288,Clinical Practicum 8,Postgraduate,City Flinders
HBS1104,Clinical Skills 1,Bachelor,City Flinders
HBS1204,Clinical Skills 2,Bachelor,City Flinders
HBS2304,Clinical Skills 3,Bachelor,City Flinders
HBS2404,Clinical Skills 4,Bachelor,City Flinders
HBS2002,Clinical Skills 4A,Bachelor,City Flinders
HBS3504,Clinical Skills 5,Bachelor,City Flinders
HBS3604,Clinical Skills 6,Bachelor,City Flinders
HBD3102,Clinical Skin Analysis,Bachelor,City Queen or Online
NIT2113,Cloud Application Development,Bachelor,Footscray Park or VU Sydney
NIT5082,Cloud Security,Postgraduate,Footscray Park or VU Sydney
AHE1251,Coaching Active Communities,Bachelor,Footscray Park
HBD2104,Cognition in the Dermal Workplace,Bachelor,City Queen or Online
APP3026,Cognitive Psychology,Bachelor,Footscray Park
BEO2001,Commercial Banking and Finance,Bachelor,City Flinders
LMICOM,Commercial and Corporate Law,Bachelor,City Queen or Footscray Park
LLW2008,Commercial Law,Bachelor,City Queen
NBD3003,Commercial Sustainable Design,Bachelor,Footscray Park
ACG6023,Communicating Research,Postgraduate,City Flinders
HBD1202,Communication and Dermal Services,Bachelor,City Queen
NIT1103,Communication and Information Management,Bachelor,Footscray Park or VU Sydney
VIT1103,Communication and Information Management,Bachelor,"Footscray Nicholson, Footscray Park or VU Sydney"
AMACOM,Communication Studies,Bachelor,Footscray Park
AMICOM,Communication Studies,Bachelor,Footscray Park
HHB3004,Communication and Swallowing Across the Lifespan,Bachelor,Footscray Park
NNT6510,Communication Theory,Postgraduate,Footscray Park
HHN3502,Community & Public Health Nutrition,Bachelor,Footscray Park or Other
SSM1104,Community Building for Sport and Active Recreation,Bachelor,Footscray Park
ASW3105,Community Development,Bachelor,Footscray Nicholson
ASA1023,Community Development from the Local to the Global,Bachelor,Footscray Park
ASA5002,Community Development: Project Planning and Management,Postgraduate,Footscray Park
ASA5001,Community Development: Theory and Practice,Postgraduate,Footscray Park
APM7003,Community Psychology Interventions,Postgraduate,Footscray Nicholson
ASA6005,Community-Based Research (Part 1),Postgraduate,Footscray Nicholson or Footscray Park
ASA6006,Community-Based Research (Part 2),Postgraduate,Footscray Park
LMICRH,Comparative Criminal Justice and Human Rights,Bachelor,City Queen
LML7003,Comparative Migration Law,Postgraduate,City Queen
HNO6005,Complex Care Coordination,Postgraduate,Victoria University Online
NBC3204,Complex Construction,Bachelor,Footscray Park
HMB2201,Complex Midwifery 1,Bachelor,St Albans
HMB3101,Complex Midwifery 2,Bachelor,St Albans
HMB3113,Complex Pregnancy and Birth 2,Bachelor,St Albans
HMB3201,Complications of the Newborn,Bachelor,St Albans
HMB3217,Complications of the Newborn,Bachelor,St Albans
RCM3711,Computational Methods,Bachelor,Footscray Park
NIT1104,Computer Networks,Bachelor,Footscray Park or VU Sydney
VIT1104,Computer Networks,Bachelor,"Footscray Nicholson, Footscray Park or VU Sydney"
NEE2106,Computer Programming for Electrical Engineers,Bachelor,Footscray Park
BAO6714,Computerised Accounting in an ERP System,Postgraduate,City Flinders or VU Sydney
HMG7410,Concepts in Humanitarian Assistance,Postgraduate,St Albans
ROP8001,Conceptualising and Contextualising Research,Postgraduate,City Flinders or Footscray Park
ASA5050,Conflict Resolution in Groups and Communities,Postgraduate,Footscray Park
ASC3095,Conflict Resolution in Groups and Communities,Bachelor,Footscray Park
NPU3106,Conservation Genetics,Bachelor,Footscray Park
RBF3620,Conservation and Sustainability,Bachelor,Footscray Park
LLW2005,Constitutional Law,Bachelor,City Queen
NBC3004,Construction Economics,Bachelor,Footscray Park
NBC3005,Construction Law,Bachelor,Footscray Park
NBC4101,Construction Management,Bachelor,Footscray Park
NBC3006,Construction Site Operations,Bachelor,Footscray Park
BHO2434,Consumer Behaviour,Bachelor,Footscray Park or VU Sydney
BHO5574,Consumer Behaviour,Postgraduate,City Flinders or VU Sydney
ASS2028,Contemporary Africa and Social Change,Bachelor,Footscray Park
BBA8901,Contemporary Business Issues and Research,Postgraduate,City Flinders
LCR3001,Contemporary Issues in Criminology,Bachelor,City Queen
EED6001,Contemporary Issues in Education and Training,Postgraduate,Footscray Park
ECE6003,"Contemporary Issues, Social Contexts of Learning and Social Justice",Postgraduate,Footscray Nicholson or Online
BLB1102,Contracts 1,Bachelor,City Queen
VHH2005,"Contracts, Risk and Business Law",Bachelor,Footscray Nicholson
BBB3000,Cooperative Education,Bachelor,Online
BAO2203,Corporate Accounting,Bachelor,"City Flinders, Footscray Park or VU Sydney"
LCR2001,Corporate Crime,Bachelor,City Queen
BAO2001,Corporate Finance,Bachelor,"City Flinders, Footscray Park or VU Sydney"
LLW2004,Corporations Law,Bachelor,"City Flinders, City Queen, Footscray Park or VU Sydney"
SCL3003,Corrective Exercise Prescription and Injury Management,Bachelor,Footscray Park
NBC4003,Cost Planning and Control,Bachelor,Footscray Park
APT6005,Counselling for Addictions,Postgraduate,City Flinders
APP3015,Counselling Theory and Practice,Bachelor,Footscray Park
ACR8900,Creative Arts (Full-Time),Postgraduate,"City Flinders, City Queen, Footscray Park, St Albans or Werribee"
ACR8901,Creative Arts (Part-Time),Postgraduate,"City Flinders, City Queen, Footscray Park, St Albans or Werribee"
EEC2104,Creativity and the Arts,Bachelor,Footscray Park
ACU1002,"Creativity, Communication and the Digital Age",Bachelor,Footscray Nicholson or Footscray Park
BAO3404,Credit and Lending Decisions,Bachelor,City Flinders
BAO5746,Credit and Lending Management,Postgraduate,City Flinders or VU Sydney
LCR3002,Crime Across Borders,Bachelor,City Queen
LCR3901,Crime Research and Methods,Bachelor,City Queen
LLW1002,"Criminal Investigation, Procedure and Sentencing",Bachelor,City Queen or Online
ASL1003,Criminal Justice Systems,Bachelor,Footscray Park
ASL2002,Criminal Justice Systems 2,Bachelor,Footscray Park
LLW1001,Criminal Law,Bachelor,City Queen
AEB3173,Critical Contemporary Issues in Early Childhood,Bachelor,Footscray Park or St Albans
ECE3004,Critical and Contemporary Issues in Early Childhood Education,Bachelor,Footscray Park
EDS1001,Critical Contexts in Disability,Bachelor,Footscray Park
ETS5001,Critical Literacy for Diverse Communities,Postgraduate,Footscray Nicholson or Footscray Park
ECW8001,Critical Policy Analysis,Postgraduate,Footscray Park or Other
ASW2104,Critical Social Work Theories,Bachelor,Footscray Nicholson
ECW8002,Critically Reflexive Practice,Postgraduate,Footscray Park
ASN2001,Cross Media Practice,Bachelor,Footscray Park
ADM6003,Cross-Platform Media Production,Postgraduate,City Flinders
BTD6002,Cross-cultural Dimensions of Destination Management,Postgraduate,City Flinders
ACP3008,Crossing Borders: Between Fact and Fiction,Bachelor,Footscray Park
AEB2501,Culinary Arts Education,Bachelor,Footscray Nicholson
ACO3001,Cultural Perspectives On Music,Bachelor,Footscray Nicholson
EMICUL,Cultural Studies (Education Minor),Bachelor,Footscray Park
ACC2004,Culture and Communication,Bachelor,Footscray Park
HMG7220,Culture and Society in Public Health,Postgraduate,Footscray Park or St Albans
SFS6001,Current Issues and Trends in Football,Postgraduate,Footscray Park
EED6002,Curriculum & Pedagogy,Postgraduate,Footscray Park or Other
AET4002,Curriculum Design and Student Assessment,Postgraduate,Footscray Park
EED2000,Curriculum Development and Implementation,Bachelor,Footscray Park
EEC3002,Curriculum Inquiry,Bachelor,Footscray Park
EED5102,Curriculum and Multi-modal Learning,Postgraduate,Footscray Nicholson or Footscray Park
AEB3184,Curriculum Theory,Bachelor,Footscray Park or St Albans
EEC4108,"Curriculum, Assessment and Primary Specialisation",Bachelor,Footscray Park
EEC4101,"Curriculum, Assessment and Reporting",Bachelor,Footscray Park
VHH2001,Customer Centricity and Consumer Behaviour,Bachelor,Footscray Nicholson
BCO6604,Customer Relationship Management,Postgraduate,City Flinders or VU Sydney
NIT2102,Cyber Security Essentials,Bachelor,Footscray Park or VU Sydney
NIT5084,"Cyber Security Law, Regulation and Policy",Postgraduate,Footscray Park or VU Sydney
DHCCCG503,Coach clients to achieve health and wellbeing goals,TAFE (Vocational),Online
DHCCHI501,Collect and evaluate client health information,TAFE (Vocational),Online
DHCSEM502,Promote safe exercise and movement,TAFE (Vocational),Online
NIT3202,Data Analytics for Cyber Security,Bachelor,Footscray Park or VU Sydney
NIT6160,Data Warehousing and Mining,Postgraduate,Footscray Park or VU Sydney
NIT5130,Database Analysis and Design,Postgraduate,Footscray Park or VU Sydney
HBD3002,Dermal Clinic 1,Bachelor,City Queen
HBD3005,Dermal Clinic 2,Bachelor,City Queen
HBD4003,Dermal Clinic 3,Bachelor,City Queen
HBD4006,Dermal Clinic 4,Bachelor,City Queen
HBD2201,Dermal Research Methods,Bachelor,City Queen
HBD2102,Dermal Sciences 1,Bachelor,City Queen or Online
HBD2202,Dermal Sciences 2,Bachelor,City Queen or Online
HBD3104,Dermal Sciences 3,Bachelor,City Queen or Online
HBD3204,Dermal Sciences 4,Bachelor,City Queen or Online
HBD3001,Dermal Skills 1,Bachelor,City Queen
